;IDENT;LCOMM;NDEPT
22902;21140102100012;LE BREUIL EN AUGE;14
22904;21140103900014;LE BREUIL EN BESSIN;14
22905;21140104700017;LE BREVEDENT;14
22906;21140106200016;BREVILLE-LES-MONTS;14
22907;21140107000019;BRICQUEVILLE;14
22908;21140110400016;BRUCOURT;14
22909;21140111200019;BUCEELS;14
22910;21140116100016;LE BU SUR ROUVRES;14
22911;21140117900018;CABOURG;14
22917;21140118700011;CAEN;14
22920;21140119500014;CAGNY;14
22921;21140120300016;CAHAGNES;14
22923;21140121100019;CAHAGNOLLES;14
22924;21140122900011;LA CAINE;14
22925;21140123700014;CAIRON;14
22926;21140124500017;LA CAMBE;14
22927;21140125200013;CAMBES EN PLAINE;14
22928;21140127800018;CAMPAGNOLLES;14
22930;21140130200016;CAMPIGNY;14
22931;21140131000019;CANAPVILLE;14
22932;21140132800011;CANCHY;14
22933;21140134400018;CANTELOUP;14
22934;21140135100013;CARCAGNY;14
22935;21140136900015;CARDONVILLE;14
22936;21140137700018;CARPIQUET;14
22937;21140138500011;CARTIGNY L EPINAY;14
22938;21140140100016;CASTILLON;14
22939;21140141900018;CASTILLON EN AUGE;14
22940;21140145000013;CAUVICOURT;14
22942;21140146800015;CAUVILLE;14
22943;21140147600018;CERNAY;14
22944;21140149200015;CESNY AUX VIGNES;14
22945;21140159100014;CHOUAIN;14
22946;21140160900014;CINTHEAUX;14
22947;21140161700017;CLARBEC;14
22948;21140162500010;CLECY;14
22952;21140163300014;CLEVILLE;14
22953;21140165800011;COLLEVILLE SUR MER;14
22955;21140166600014;COLLEVILLE-MONTGOMERY;14
22956;21140167400018;COLOMBELLES;14
22957;21140168200011;COLOMBIERES;14
22958;21140169000014;COLOMBIERS-SUR-SEULLES;14
22959;21140171600017;COMBRAY;14
22960;21140172400011;COMMES;14
22961;21140173200014;CONDE-SUR-IFS;14
22962;21140175700011;CONDE SUR SEULLES;14
22963;21140177300018;COQUAINVILLIERS;14
22964;21140179900013;CORDEBUGLE;14
22965;21140180700014;CORDEY;14
22966;21140181500017;CORMELLES-LE-ROYAL;14
22968;21140182300011;CORMOLAIN;14
22969;21140183100014;COSSESSEVILLE;14
22970;21140184900016;COTTUN;14
22971;21140190600014;COURCY;14
22972;21140191400018;COURSEULLES SUR MER;14
22975;21140193000014;COURTONNE LA MEURDRAC;14
22976;21140194800016;COURTONNE LES DEUX EGLISES;14
22977;21140195500011;COURVAUDON;14
22978;21140196300015;CREPON;14
22980;21140197100018;CRESSERONS;14
22981;21140198900010;CRESSEVEUILLE;14
22982;21140202900014;CRICQUEBOEUF;14
22984;21140203700017;CRICQUEVILLE EN AUGE;14
22985;21140204500010;CRICQUEVILLE-EN-BESSIN;14
22986;21140205200016;CRISTOT;14
22987;21140206000019;CROCY;14
22988;21140207800011;CROISILLES;14
22990;21140209400018;CROUAY;14
22991;21140211000012;CULEY LE PATRY;14
22992;21140214400011;CUSSY;14
22993;21140215100016;CUVERVILLE;14
22994;21140216900018;DAMBLAINVILLE;14
22995;21140218500014;DANESTAL;14
22996;21140220100019;DEAUVILLE;14
23005;21140221900011;DEMOUVILLE;14
23006;21140223500017;LE DETROIT;14
23007;21140224300011;DEUX JUMEAUX;14
23008;21140225000016;DIVES-SUR-MER;14
23012;21140226800018;DONNAY;14
23016;21140227600011;DOUVILLE EN AUGE;14
23017;21140228400015;DOUVRES LA DELIVRANDE;14
23018;21140229200018;DOZULE;14
23019;21140230000019;DRUBEC;14
23020;21140231800011;BEAUFOUR-DRUVAL;14
23021;21140232600014;DUCY-SAINTE-MARGUERITE;14
23023;21140236700018;ELLON;14
23024;21140237500011;EMIEVILLE;14
23026;21140238300015;ENGLESQUEVILLE-EN-AUGE;14
23028;21140239100018;ENGLESQUEVILLE LA PERCEE;14
23029;21140240900018;EPANEY;14
23030;21140241700011;EPINAY SUR ODON;14
23031;21140242500014;EPRON;14
23032;21140243300018;EQUEMAUVILLE;14
23035;21140244100011;ERAINES;14
23036;21140245800015;ERNES;14
23038;21140246600042;ESCOVILLE;14
23039;21140248200015;ESPINS;14
23041;21140249000018;ESQUAY NOTRE DAME;14
23042;21140250800017;ESQUAY-SUR-SEULLES;14
23043;21140251600010;ESSON;14
23044;21140252400014;ESTREES-LA-CAMPAGNE;14
23045;21140254000010;ETERVILLE;14
23046;21140256500017;ETREHAM;14
23047;21140257300011;EVRECY;14
23048;21140258100014;FALAISE;14
23052;21140260700017;FAUGUERNON;14
23053;21140261500010;LE FAULQ;14
23054;21140266400018;FEUGUEROLLES BULLY;14
23056;21140269800016;FIERVILLE LES PARCS;14
23057;21140270600017;FIRFOL;14
23058;21140271400011;FLEURY SUR ORNE;14
23060;21140272200014;LA FOLIE;14
23061;21140273000017;LA FOLLETIERE ABENON;14
23062;21140274800043;FONTAINE ETOUPEFOUR;14
23064;21140275500014;FONTAINE HENRY;14
23066;21140276300018;FONTAINE-LE-PIN;14
23067;21140277100011;FONTENAY LE MARMION;14
23068;21140278900013;FONTENAY LE PESNEL;14
23071;21140280500017;FORMENTIN;14
23072;21140282100014;FOULOGNES;14
23073;21140283900016;FOURCHES;14
23074;21140284700019;FOURNEAUX LE VAL;14
23075;21140285400015;LE FOURNET;14
23076;21140286200018;FOURNEVILLE;14
23078;21140287000052;FRENOUVILLE;14
23079;21140288800013;LE FRESNE CAMILLY;14
23080;21140289600016;FRESNE LA MERE;14
23081;21140290400018;FRESNEY-LE-PUCEUX;14
23083;21140291200011;FRESNEY LE VIEUX;14
23085;21140293800016;FUMICHON;14
23086;21140297900010;GAVRUS;14
23087;21140298700013;GEFOSSE FONTENAY;14
23088;21140299500016;GENNEVILLE;14
23089;21140300100012;GERROTS;14
23090;21140301900014;GIBERVILLE;14
23091;21140302700017;GLANVILLE;14
23092;21140303500010;GLOS;14
23093;21140304300014;GONNEVILLE SUR HONFLEUR;14
23095;21140305000019;GONNEVILLE SUR MER;14
23096;21140306800011;GONNEVILLE EN AUGE;14
23097;21140308400018;GOUSTRANVILLE;14
23099;21140309200011;GOUVIX;14
23102;21140310000012;GRAINVILLE LANGANNERIE;14
23104;21140311800014;GRAINVILLE SUR ODON;14
23105;21140312600017;GRANDCAMP MAISY;14
23110;21140316700011;GRANGUES;14
23111;21140318300018;GRAYE-SUR-MER;14
23114;21140319100011;GRENTHEVILLE;14
23115;21140320900011;GRIMBOSQ;14
23117;21140322500017;GUERON;14
23118;21140325800018;HERMANVILLE SUR MER;14
23119;21140326600011;HERMIVAL LES VAUX;14
23121;21140327400015;HEROUVILLE ST CLAIR;14
23124;21140328200018;HEROUVILLETTE;14
23126;21140329000011;HEULAND;14
23127;21140332400018;LA HOGUETTE;14
23128;21140333200011;HONFLEUR;14
23137;21140334000014;L HOTELLERIE;14
23138;21140335700018;HOTOT EN AUGE;14
23139;21140336500011;HOTTOT-LES-BAGUES;14
23141;21140337300015;LA HOUBLONNIERE;14
23142;21140338100018;HOULGATE;14
23144;21140341500014;IFS;14
23145;21140343100011;LES ISLES BARDEL;14
23146;21140344900013;JANVILLE;14
23147;21140345600018;JORT;14
23148;21140346400012;JUAYE MONDAYE;14
23149;21140348000018;JUVIGNY-SUR-SEULLES;14
23150;21140352200017;LANDELLES ET COUPIGNY;14
23152;21140353000010;LANDES-SUR-AJON;14
23153;21140354800012;LANGRUNE-SUR-MER;14
23154;21140358900016;LEAUPARTIE;14
23155;21140360500010;LEFFARD;14
23156;21140362100017;LESSARD ET LE CHENE;14
23157;21140364700012;LINGEVRES;14
23158;21140365400018;LION SUR MER;14
23160;21140366200011;LISIEUX;14
23164;21140367000014;LISON;14
23166;21140368800016;LISORES;14
23167;21140369600019;LITTEAU;14
23168;21140370400011;LE MOLAY LITTRY;14
23169;21140374600012;LES LOGES;14
23170;21140375300018;LES LOGES SAULCES;14
23171;21140377900013;LONGUES SUR MER;14
23172;21140378700016;LONGUEVILLE;14
23173;21140379500019;LONGVILLERS;14
23174;21140380300011;LOUCELLES;14
23175;21140381100014;LOUVAGNY;14
23176;21140383700019;LOUVIGNY;14
23177;21140384500012;LUC SUR MER;14
23180;21140385200018;MAGNY EN BESSIN;14
23182;21140389400010;MAISONCELLES PELVEY;14
23183;21140390200011;MAISONCELLES SUR AJON;14
23184;21140391000014;MAISONS;14
23185;21140393600019;MAIZET;14
23186;21140394400013;MAIZIERES;14
23187;21140396900010;MALTOT;14
23188;21140397700013;MANDEVILLE EN BESSIN;14
23189;21140398500016;MANERBE;14
23191;21140399300010;MANNEVILLE LA PIPARD;14
23192;21140400900014;LE MANOIR;14
23193;21140401700017;MANVIEUX;14
23194;21140402500010;LE MARAIS LA CHAPELLE;14
23195;21140403300014;MAROLLES;14
23196;21140404100017;MARTAINVILLE;14
23197;21140405800011;MARTIGNY SUR L ANTE;14
23199;21140407400018;MATHIEU;14
23201;21140408200011;MAY SUR ORNE;14
23202;21140409000014;MERVILLE FRANCEVILLE PLAGE;14
23205;21140411600017;MESLAY;14
23207;21140412400011;LE MESNIL AU GRAIN;14
23208;21140419900013;LE MESNIL EUDES;14
23209;21140421500017;LE MESNIL GUILLAUME;14
23210;21140424900016;LE MESNIL ROBERT;14
23211;21140425600011;LE MESNIL SIMON;14
23212;21140426400015;LE MESNIL SUR BLANGY;14
23213;21140427200018;LE MESNIL VILLEMENT;14
23214;21140430600014;MEUVAINES;14
23215;21140435500011;LES MONCEAUX;14
23216;21140436300015;MONCEAUX EN BESSIN;14
23217;21140437100018;MONDEVILLE;14
23220;21140438900010;MONDRAINVILLE;14
23221;21140439700013;MONFREVILLE;14
23222;21140445400012;MONTFIQUET;14
23223;21140446200015;MONTIGNY;14
23224;21140448800010;MONTREUIL EN AUGE;14
23225;21140449600013;MONTS EN BESSIN;14
23226;21140452000010;MORTEAUX-COULIBOEUF;14
23228;21140453800012;MOSLES;14
23229;21140454600015;MOUEN;14
23230;21140455300011;MOULINES;14
23231;21140457900016;LES MOUTIERS EN AUGE;14
23232;21140458700019;LES MOUTIERS EN CINGLAIS;14
23234;21140460300014;MOYAUX;14
23235;21140461100017;MUTRECY;14
23237;21140465200011;NONANT;14
23238;21140466000014;NOROLLES;14
23242;21140467800016;NORON L ABBAYE;14
23243;21140468600019;NORON LA POTERIE;14
23244;21140469400013;NORREY-EN-AUGE;14
23245;21140473600012;NOTRE DAME DE LIVAYE;14
23246;21140476900013;OLENDON;14
23247;21140478500019;ORBEC;14
23249;21140480100014;OSMANVILLE;14
23251;21140482700019;OUEZY;14
23252;21140483500012;OUFFIERES;14
23253;21140484300016;OUILLY DU HOULEY;14
23254;21140486800013;OUILLY LE TESSON;14
23255;21140487600016;OUILLY LE VICOMTE;14
23256;21140488400010;OUISTREHAM;14
23259;21140491800016;PARFOURU-SUR-ODON;14
23260;21140492600019;PENNEDEPIE;14
23261;21140494200016;PERIERS EN AUGE;14
23262;21140495900010;PERIERS-SUR-LE-DAN;14
23263;21140496700013;PERIGNY;14
23265;21140497500016;PERRIERES;14
23266;21140498300010;PERTHEVILLE-NERS;14
23267;21140499100013;PETIVILLE;14
23269;21140500600019;PIERREFITTE EN AUGE;14
23270;21140501400013;PIERREFITTE EN CINGLAIS;14
23271;21140502200016;PIERREPONT;14
23272;21140504800011;LE PIN;14
23274;21140506300010;PLANQUERY;14
23275;21140509700018;PLUMETOT;14
23276;21140510500019;LA POMMERAYE;14
23277;21140511300013;PONT BELLANGER;14
23278;21140512100016;PONTECOULANT;14
23280;21140515400017;PORT EN BESSIN HUPPAIN;14
23283;21140516200127;POTIGNY;14
23284;21140519600018;PREAUX BOCAGE;14
23285;21140520400010;LE PRE D AUGE;14
23286;21140522000016;PRETREVILLE;14
23287;21140524600011;PUTOT EN AUGE;14
23288;21140528700015;QUETTEVILLE;14
23289;21140529500018;RANCHY;14
23290;21140530300010;RANVILLE;14
23292;21140531100013;RAPILLY;14
23293;21140533700018;REPENTIGNY;14
23294;21140534500011;REUX;14
23295;21140535200017;REVIERS;14
23298;21140536000010;LA RIVIERE ST SAUVEUR;14
23299;21140540200010;ROCQUES;14
23300;21140541000013;LA ROQUE BAIGNARD;14
23301;21140542800015;ROSEL;14
23302;21140546900019;ROUVRES;14
23303;21140547700012;RUBERCY;14
23304;21140550100019;RUMESNIL;14
23305;21140552700014;RYES;14
23306;21140555000016;SAINT-ANDRE-D HEBERTOT;14
23307;21140556800018;SAINT-ANDRE-SUR-ORNE;14
23308;21140557600011;ST ARNOULT;14
23309;21140558400015;SAINT-AUBIN-D ARQUENAY;14
23310;21140559200018;ST AUBIN DES BOIS;14
23312;21140562600014;ST AUBIN SUR MER;14
23317;21140563400018;SAINT-BENOIT-D HEBERTOT;14
23318;21140565900015;SAINT-COME-DE-FRESNE;14
23319;21140566700018;ST CONTEST;14
23320;21140569100018;SAINTE-CROIX-SUR-MER;14
23321;21140571700011;ST DENIS DE MAILLOC;14
23322;21140572500014;SAINT-DENIS-DE-MERE;14
23325;21140574100011;ST DESIR;14
23327;21140575800015;ST ETIENNE LA THILLAYE;14
23329;21140578200015;ST GATIEN DES BOIS;14
23331;21140582400015;ST GERMAIN DE LIVET;14
23333;21140586500018;ST GERMAIN DU PERT;14
23334;21140587300012;ST GERMAIN LA BLANCHE HERBE;14
23335;21140588100015;SAINT-GERMAIN-LANGOT;14
23336;21140589900017;ST GERMAIN LE VASSON;14
23339;21140590700018;STE HONORINE DE DUCY;14
23340;21140592300015;STE HONORINE DU FAY;14
23342;21140593100018;ST HYMER;14
23343;21140595600015;ST JEAN DE LIVET;14
23344;21140598000015;ST JOUIN;14
23345;21140601200016;ST JULIEN SUR CALONNE;14
23346;21140602000019;ST LAMBERT;14
23347;21140603800011;ST LAURENT DE CONDEL;14
23349;21140605300010;ST LAURENT SUR MER;14
23350;21140606100013;ST LEGER DUBOSQ;14
23351;21140607900015;ST LOUET SUR SEULLES;14
23352;21140609500011;ST LOUP HORS;14
23353;21140610300013;SAINT-MANVIEU-NORREY;14
23354;21140613700011;ST MARCOUF;14
23355;21140614500014;STE MARGUERITE D ELLE;14
23357;21140619400012;SAINTE-MARIE-OUTRE-L EAU;14
23358;21140620200013;ST MARTIN AUX CHARTRAINS;14
23359;21140621000016;ST MARTIN DE BIENFAITE LA CRESSONNIERE;14
23360;21140622800018;ST MARTIN DE BLAGNY;14
23361;21140623600011;SAINT-MARTIN-DE-FONTENAY;14
23362;21140625100010;ST MARTIN DE LA LIEUE;14
23363;21140626900012;ST MARTIN DE MAILLOC;14
23365;21140627700015;SAINT-MARTIN-DE-MIEUX;14
23367;21140630100013;ST MARTIN DES ENTREES;14
23368;21140635000010;SAINT-OMER;14
23369;21140637600015;SAINT-OUEN-DU-MESNIL-OGER;14
23371;21140639200012;ST OUEN LE PIN;14
23372;21140640000013;SAINT-PAIR;14
23373;21140643400012;ST PAUL DU VERNAY;14
23374;21140644200015;ST PHILBERT DES CHAMPS;14
23377;21140645900019;SAINT-PIERRE-AZIF;14
23378;21140646700012;SAINT-PIERRE-CANIVET;14
23379;21140648300019;ST PIERRE DES IFS;14
23380;21140649100012;ST PIERRE DU BU;14
23381;21140650900011;ST PIERRE DU FRESNE;14
23382;21140651700014;ST PIERRE DU JONQUET;14
23385;21140652500017;ST PIERRE DU MONT;14
23386;21140656600011;SAINT-REMY;14
23390;21140657400015;SAINT-SAMSON;14
23391;21140659000011;ST SYLVAIN;14
23394;21140660800011;SAINT-VAAST-EN-AUGE;14
23395;21140661600014;SAINT-VAAST-SUR-SEULLES;14
23396;21140663200011;SAINT-VIGOR-LE-GRAND;14
23397;21140664000014;SALLEN;14
23398;21140665700018;SALLENELLES;14
23399;21140666500011;SANNERVILLE;14
23400;21140667300015;SAON;14
23401;21140668100018;SAONNET;14
23402;21140669900010;SASSY;14
23403;21140674900013;SOIGNOLLES;14
23404;21140675600018;SOLIERS;14
23405;21140676400079;SOMMERVIEU;14
23406;21140677200015;SOULANGY;14
23407;21140678000018;SOUMONT-SAINT-QUENTIN;14
23408;21140679800010;SUBLES;14
23409;21140680600011;SULLY;14
23410;21140681400015;SURRAIN;14
23411;21140682200018;SURVILLE;14
23412;21140684800013;TESSEL;14
23413;21140685500018;THAON;14
23414;21140687100015;LE THEIL EN AUGE;14
23415;21140692100018;TILLY-SUR-SEULLES;14
23417;21140694700013;LE TORQUESNE;14
23418;21140698800017;TOUFFREVILLE;14
23421;21140699600010;TOUQUES;14
23423;21140700200016;TOUR EN BESSIN;14
23425;21140701000019;TOURGEVILLE;14
23426;21140705100013;TOURNIERES;14
23427;21140706900015;TOURVILLE EN AUGE;14
23428;21140707700018;TOURVILLE SUR ODON;14
23429;21140708500011;TRACY BOCAGE;14
23430;21140709300015;TRACY SUR MER;14
23431;21140710100016;TREPREL;14
23432;21140711900018;TREVIERES;14
23435;21140712700011;TROARN;14
23436;21140714300018;LE TRONQUAY;14
23437;21140715000013;TROUVILLE-SUR-MER;14
23438;21140716800015;TRUNGY;14
23439;21140719200015;URVILLE;14
23441;21140720000016;USSY;14
23443;21140721800018;VACOGNES NEUILLY;14
23445;21140723400015;VALSEME;14
23446;21140724200018;VARAVILLE;14
23447;21140728300012;VAUCELLES;14
23448;21140731700018;VAUVILLE;14
23449;21140732500011;VAUX-SUR-AURE;14
23450;21140733300015;VAUX-SUR-SEULLES;14
23451;21140734100018;VENDES;14
23454;21140735800012;VENDEUVRE;14
23455;21140737400019;VERSAINVILLE;14
23456;21140738200012;VERSON;14
23457;21140739000015;VER SUR MER;14
23459;21140741600018;LE VEY;14
23460;21140742400012;VICQUES;14
23461;21140743200015;VICTOT PONTFOL;14
23462;21140744000018;VIENNE-EN-BESSIN;14
23463;21140745700012;VIERVILLE SUR MER;14
23464;21140747300035;VIEUX;14
23465;21140748100012;VIEUX BOURG;14
23467;21140751500017;VIGNATS;14
23468;21140752300011;VILLERS BOCAGE;14
23473;21140753100014;VILLERS-CANIVET;14
23474;21140754900016;VILLERS-SUR-MER;14
23475;21140755600045;VILLERVILLE;14
23476;21140756400015;LA VILLETTE;14
23479;21140758000011;VILLONS LES BUISSONS;14
23480;21140759800013;VILLY LEZ FALAISE;14
23481;21140760600014;VILLY BOCAGE;14
23483;21140761400018;VIMONT;14
23484;21140764800016;PONT D OUILLY;14
23486;21150001200011;ALLANCHE;15
23489;21150002000014;ALLEUZE;15
23491;21150003800016;ALLY;15
23494;21150004600019;ANDELAT;15
23496;21150005300015;ANGLARDS DE ST FLOUR;15
23498;21150006100018;ANGLARDS-DE-SALERS;15
23500;21150007900010;ANTERRIEUX;15
23503;21150008700013;ANTIGNAC;15
23506;21150009500016;APCHON;15
23507;21150010300018;ARCHES;15
23508;21150011100011;ARNAC;15
23511;21150012900013;ARPAJON SUR CERE;15
23513;21150013700016;AURIAC L EGLISE;15
23515;21150014500019;AURILLAC;15
23517;21150015200015;AUZERS;15
23519;21150016000018;AYRENS;15
23520;21150017800010;BADAILHAC;15
23521;21150018600013;BARRIAC LES BOSQUETS;15
23523;21150019400017;BASSIGNAC;15
23525;21150020200018;BEAULIEU;15
23527;21150021000011;BOISSET;15
23531;21150022800013;BONNAC;15
23533;21150024400010;BRAGEAC;15
23534;21150025100015;ALBEPIERRE BREDONS;15
23537;21150026900017;BREZONS;15
23539;21150028500013;CARLAT;15
23540;21150029300017;CASSANIOUZE;15
23543;21150030100018;CAYROLS;15
23545;21150032700013;CELOUX;15
23548;21150033500016;CEZENS;15
23550;21150034300010;CHALIERS;15
23552;21150036800017;CHALVIGNAC;15
23553;21150037600010;CHAMPAGNAC;15
23555;21150038400014;CHAMPS SUR TARENTAINE MARCHAL;15
23557;21150040000018;CHANTERELLE;15
23558;21150041800010;LA CHAPELLE D ALAGNON;15
23560;21150042600013;LA CHAPELLE LAURENT;15
23562;21150043400017;CHARMENSAC;15
23563;21150045900014;CHAUDES AIGUES;15
23568;21150046700017;CHAUSSENAC;15
23570;21150048300014;CHAZELLES;15
23571;21150049100017;CHEYLADE;15
23573;21150050900016;LE CLAUX;15
23575;21150051700019;CLAVIERES;15
23579;21150052500012;COLLANDRES;15
23580;21150053300016;COLTINES;15
23582;21150054100019;CONDAT;15
23586;21150055800013;COREN;15
23589;21150056600016;CRANDELLES;15
23590;21150057400010;CROS DE MONTVERT;15
23591;21150058200013;CROS DE RONESQUE;15
23592;21150059000016;CUSSAC;15
23593;21150060800016;DEUX VERGES;15
23594;21150061600019;DIENNE;15
23597;21150063200016;DRUGEAC;15
23600;21150064000019;ESCORAILLES;15
23602;21150065700013;ESPINASSE;15
23604;21150066500016;LE FALGOUX;15
23605;21150067300010;LE FAU;15
23608;21150069900015;FERRIERES ST MARY;15
23610;21150070700016;FONTANGES;15
23614;21150072300013;FREIX ANGLARDS;15
23616;21150073100016;FRIDEFONT;15
23618;21150074900018;GIOU DE MAMOU;15
23619;21150075600013;GIRGOLS;15
23620;21150076400017;GLENAT;15
23622;21150077200010;GOURDIEGES;15
23624;21150078000013;JABRUN;15
23626;21150079800015;JALEYRAC;15
23629;21150080600016;JOURSAC;15
23630;21150081400010;JOU SOUS MONJOU;15
23631;21150082200013;JUNHAC;15
23633;21150083000016;JUSSAC;15
23636;21150084800018;LABESSERETTE;15
23638;21150085500013;LABROUSSE;15
23640;21150086300017;LACAPELLE BARRES;15
23642;21150087100010;LACAPELLE DEL FRAISSE;15
23644;21150088900012;LACAPELLE VIESCAMP;15
23645;21150089700015;LADINHAC;15
23647;21150090500016;LAFEUILLADE EN VEZIE;15
23651;21150091300010;LANDEYRAT;15
23652;21150092100013;LANOBRE;15
23655;21150093900015;LAPEYRUGUE;15
23656;21150094700018;LAROQUEBROU;15
23660;21150095400014;LAROQUEVIEILLE;15
23661;21150096200017;LASCELLE;15
23662;21150097000010;LASTIC;15
23664;21150098800012;LAURIE;15
23666;21150100200011;LAVEISSENET;15
23668;21150101000014;LAVEISSIERE;15
23671;21150102800016;LAVIGERIE;15
23673;21150103600019;LEUCAMP;15
23675;21150104400013;LEYNHAC;15
23677;21150105100018;LEYVAUX;15
23678;21150106900010;LIEUTADES;15
23681;21150107700013;LORCIERES;15
23683;21150110100011;LUGARDE;15
23684;21150111900013;MADIC;15
23685;21150112700016;MALBO;15
23687;21150113500019;MANDAILLES ST JULIEN;15
23688;21150114300013;MARCENAT;15
23690;21150116800010;MARCHASTEL;15
23691;21150117600013;MARCOLES;15
23698;21150118400017;MARMANHAC;15
23699;21150119200010;MASSIAC;15
23703;21150120000011;MAURIAC;15
23706;21150121800013;MAURINES;15
23708;21150122600016;MAURS;15
23712;21150123400010;MEALLET;15
23713;21150124200013;MENET;15
23715;21150125900017;MENTIERES;15
23717;21150126700010;MOLEDES;15
23719;21150127500013;MOLOMPIZE;15
23721;21150128300017;LA MONSELIE;15
23722;21150129100010;MONTBOUDIF;15
23723;21150130900010;MONTCHAMP;15
23724;21150131700013;LE MONTEIL;15
23726;21150132500016;MONTGRELEIX;15
23728;21150133300010;MONTMURAT;15
23730;21150134100013;MONTSALVY;15
23732;21150135800017;MONTVERT;15
23733;21150137400014;MOUSSAGES;15
23736;21150139000010;NARNHAC;15
23738;21150140800010;NAUCELLES;15
23741;21150143200010;NIEUDAN;15
23742;21150144000013;OMPS;15
23743;21150146500010;PAILHEROLS;15
23744;21150147300014;PARLAN;15
23750;21150148100017;PAULHAC;15
23752;21150149900019;PAULHENC;15
23754;21150151500012;PEYRUSSE;15
23755;21150152300016;PIERREFORT;15
23760;21150153100019;PLEAUX;15
23765;21150154900011;POLMINHAC;15
23767;21150155600016;PRADIERS;15
23768;21150156400010;PRUNET;15
23771;21150157200013;QUEZAC;15
23775;21150158000016;RAGEADE;15
23777;21150159800018;RAULHAC;15
23778;21150161400013;REZENTIERES;15
23781;21150162200016;RIOM ES MONTAGNES;15
23784;21150163000019;ROANNES ST MARY;15
23787;21150164800011;ROFFIAC;15
23789;21150165500016;ROUFFIAC;15
23790;21150166300010;ROUMEGOUX;15
23792;21150167100013;ROUZIERS;15
23794;21150168900015;RUYNES EN MARGERIDE;15
23800;21150169700018;SAIGNES;15
23804;21150170500019;ST AMANDIN;15
23806;21150172100016;ST ANTOINE;15
23807;21150173900018;ST BONNET DE CONDAT;15
23808;21150174700011;ST BONNET DE SALERS;15
23810;21150175400017;ST CERNIN;15
23812;21150176200010;ST CHAMANT;15
23814;21150178800015;ST CIRGUES DE JORDANNE;15
23815;21150179600018;ST CIRGUES DE MALBERT;15
23816;21150180400010;ST CLEMENT;15
23817;21150182000016;ST ETIENNE CANTALES;15
23818;21150183800018;ST ETIENNE DE CARLAT;15
23819;21150184600011;ST ETIENNE DE MAURS;15
23821;21150185300017;ST ETIENNE DE CHOMEIL;15
23823;21150186100010;STE EULALIE;15
23825;21150187900012;ST FLOUR;15
23833;21150188700015;ST GEORGES;15
23836;21150189500018;ST GERONS;15
23838;21150190300010;ST HIPPOLYTE;15
23839;21150191100013;ST ILLIDE;15
23840;21150192900015;ST JACQUES DES BLATS;15
23841;21150194500011;ST JULIEN DE TOURSAC;15
23842;21150196000010;ST MAMET LA SALVETAT;15
23846;21150198600015;STE MARIE;15
23848;21150199400019;ST MARTIAL;15
23850;21150200000014;ST MARTIN CANTALES;15
23851;21150201800016;ST MARTIN SOUS VIGOUROUX;15
23853;21150202600019;ST MARTIN VALMEROUX;15
23859;21150203400013;ST MARY LE PLAIN;15
23861;21150204200016;ST PAUL DES LANDES;15
23864;21150205900010;ST PAUL DE SALERS;15
23867;21150206700013;ST PIERRE;15
23870;21150207500016;ST PONCY;15
23872;21150208300010;ST PROJET DE SALERS;15
23873;21150209100013;ST REMY DE CHAUDES AIGUES;15
23875;21150211700016;ST SANTIN CANTALES;15
23877;21150212500019;ST SANTIN DE MAURS;15
23879;21150213300013;ST SATURNIN;15
23881;21150214100016;ST SAURY;15
23882;21150215800010;ST SIMON;15
23883;21150216600013;ST URCIZE;15
23887;21150217400017;ST VICTOR;15
23888;21150218200010;ST VINCENT DE SALERS;15
23889;21150219000013;SALERS;15
23891;21150220800013;SALINS;15
23893;21150221600016;SANSAC DE MARMIESSE;15
23894;21150222400010;SANSAC VEINAZES;15
23895;21150223200013;SAUVAT;15
23897;21150224000016;LA SEGALASSIERE;15
23899;21150225700010;SEGUR LES VILLAS;15
23901;21150226500013;SENEZERGUES;15
23902;21150228100010;SIRAN;15
23904;21150229900012;SOULAGES;15
23905;21150230700013;SOURNIAC;15
23906;21150231500016;TALIZAT;15
23909;21150232300010;TANAVELLE;15
23912;21150233100013;TEISSIERES DE CORNET;15
23913;21150234900015;TEISSIERES LES BOULIES;15
23916;21150235600010;LES TERNES;15
23920;21150236400014;THIEZAC;15
23923;21150237200017;TIVIERS;15
23924;21150238000010;TOURNEMIRE;15
23925;21150240600013;TREMOUILLE;15
23926;21150241400017;LA TRINITAT;15
23928;21150242200010;LE TRIOULOU;15
23929;21150243000013;TRIZAC;15
23931;21150244800015;USSEL;15
23936;21150245500010;VABRES;15
23938;21150246300014;VALETTE;15
23940;21150247100017;VALJOUZE;15
23942;21150248900019;VALUEJOLS;15
23944;21150249700012;VAULMIER (LE);15
23945;21150250500012;VEBRET;15
23947;21150251300016;VEDRINES ST LOUP;15
23949;21150252100019;VELZIC;15
23950;21150253900011;VERNOLS;15
23952;21150254700014;VEYRIERES;15
23954;21150255400069;VEZAC;15
23956;21150256200013;VEZE;15
23958;21150257000016;VEZELS ROUSSY;15
23959;21150258800018;VIC SUR CERE;15
23960;21150259600011;VIEILLESPESSE;15
23963;21150260400013;VIEILLEVIE;15
23964;21150261200016;LE VIGEAN;15
23966;21150262000019;VILLEDIEU;15
23968;21150263800011;VIRARGUES;15
23971;21150264600014;VITRAC;15
23972;21150265300010;YDES;15
23975;21150266100013;YOLET;15
23977;21150267900064;YTRAC;15
23979;21150269500011;BESSE;15
23980;21150291900015;REILHAC;15
23984;21160001000014;ABZAC;16
