;IDENT;LCOMM;NDEPT
11945;20007338500011;CORMICY;51
11998;20007351800017;AUNEUIL;60
12006;20007360900014;OGY MONTOY FLANVILLE;57
12164;20007505900010;VALDOULE;5
12203;20007554700014;LES ROSIERS SUR LOIRE;49
12247;20007610700016;VAL D EPY;39
12250;20007612300013;PREE D ANJOU;53
12267;20007619800015;PLAINE D ARGENSON;79
12277;20007629700015;TAUXIGNY;37
12296;20007637000010;BOUCLANS;25
12302;20007641200010;ST MAURICE LES CHARENCEY;61
12306;20007644600018;AVERNES;95
12307;20007646100017;GOUPILLIERES;27
12308;20007647900019;THENOUVILLE;27
12309;20007648700012;LE VAL DORE;27
12310;20007649500015;COUETRON AU PERCHE;41
12315;20007653700014;DANGEAU;28
12320;20007657800018;DINAN;22
12325;20007658600011;LA DEVISE;17
12353;20007684200018;TRIE CHATEAU;60
12369;20007692500011;FLOIRAC;17
12370;20007693300015;ST ANGEAU;16
12404;20007711300013;AUBESSAGNE;5
12417;20007716200010;LE LUDE;72
12430;20007721200013;MARCHAUX;25
12432;20007722000016;BAGE DOMMARTIN;1
12435;20007724600011;VOSBLES VALFIN;39
12439;20007725300058;ARINTHOD;39
12443;20007727900012;ST CYPRIEN;46
12448;20007731100013;PORTE DE SEINE;27
12449;20007732900015;PONT AUDEMER;27
12456;20007736000010;PONT HEBERT;50
12462;20007741000013;ST ANDEOL LE CHATEAU;69
12466;20007745100017;LASSERRE;31
12469;20007748500015;GOULET;61
12485;20007768300015;ECOUCHE LES VALLEES;61
12494;20007778200015;BLANCS COTEAUX;51
12509;20007792300015;GEISWILLER;67
12511;20007793100018;TESSY BOCAGE;50
12525;20007807900015;ST MARS LA JAILLE;44
12730;20008009100016;ST GERMAIN DE MARENCENNES;17
12814;20008111500012;MONTAIGU;85
12831;20008117200013;VALLIERES SUR FIER;74
12833;20008119800018;ST BEAT LEZ;31
12846;20008132100016;LORETZ D ARGENTON;79
12849;20008134700011;VEZELIN SUR LOIRE;42
12864;20008144600011;GLIERES VAL DE BORNE;74
12868;20008148700015;BEAULIEU SUR DORDOGNE;19
12873;20008151100012;MELLE;79
12877;20008153700017;VALDELAUME;79
12882;20008161000012;AUTHON DU PERCHE;28
12887;20008162800014;BEAUTHEIL SAINTS;77
12891;20008166900018;L OREE D ECOUVES;61
12895;20008171900011;MARCILLE;79
12900;20008178400015;VAL DE SOS;9
12916;20008194100011;ST DENIS LANNERAY;28
12942;20008213900011;LES SABLES D OLONNE;85
12948;20008214700014;LE POIRE SUR VELLUIRE;85
12956;20008216200013;FONTIVILLIE;79
12962;20008220400013;LEVROUX;36
12970;20008227900015;CRESSENSAC SARRAZAC;46
12977;20008230300013;ROUNTZENHEIM AUENHEIM;67
12991;20008237800015;QUETTREVILLE SUR SIENNE;50
12996;20008238600018;CHEF BOUTONNE;79
13003;20008242800018;BREAU MARS;30
13012;20008252700017;PRAILLES LA COUARDE;79
13014;20008254300014;MAROLLES LES BRAULTS;72
13018;20008255000019;ST LEGER DES BOIS;49
13019;20008256800011;CHERRE AU;72
13028;20008257600014;CHACE;49
13034;20008263400011;FOUGEROLLES ST VALBERT;70
13038;20008264200014;VAL DU MIGNON;79
13043;20008267500014;ST MARTIN LA PALLU;86
13050;20008268300018;EYRAUD CREMPSE MAURENS;24
13052;20008269100011;COLY ST AMAND;24
13057;20008270900011;ST JULIEN INNOCENCE EULALIE;24
13061;20008272500017;VAL D AIGOUAL;30
13067;20008275800018;TARCENAY FOUCHERANS;25
13072;20008276600011;BOIVRE LA VALLEE;86
13077;20008278200018;TIREPIED SUR SEE;50
13079;20008279000011;VAL D ETANGSON;72
13081;20008280800011;TREIS SANTS EN OUCHE;27
13082;20008281600014;LE MESNIL ST JEAN;27
13083;20008282400018;AULOS SINSAT;9
13084;20008283200011;BOURMONT ENTRE MEUSE ET MOUZON;52
13091;20008285700018;CHATELAUDREN PLOUAGAT;22
13096;20008287300015;ST PARDOUX SOUTIERS;79
13100;20008288100018;BARGUELONNE EN QUERCY;46
13103;20008290700011;PORTE DU QUERCY;46
13107;20008291500014;MARCHELEPOT;80
13108;20008292300018;MORTREE;61
13110;20008293100011;ST AIGNAN DE CRAMESNIL;14
13111;20008294900013;MEREVILLE;91
13114;20008297200015;LINARD MALVAL;23
13120;20008298000208;VAL COUESNON;35
13121;20008299800010;CORQUOY;18
13123;20008300400016;BERNAY NEUVY EN CHAMPAGNE;72
13129;20008303800014;ORNACIEUX BALBINS;38
13130;20008304600017;LONGEAULT PLUVAULT;21
13138;20008312900011;BLANZAC PORCHERESSE;16
13141;20008313700014;MONTILLIERES SUR ORNE;14
13144;20008315200013;VAL DE SCIE;76
13146;20008316000016;CESNY BOIS HALBOUT;14
13148;20008317800018;PLOUIGNEAU;29
13155;20008319400015;CAMBREMER;14
13159;20008322800011;ANCENIS ST GEREON;44
13167;20008325100013;AIGRE;16
13173;20008328500011;GONDEVILLE;16
13175;20008329300015;LA ROCHEFOUCAULD;16
13181;20008333500014;LACHAMP RIBENNES;48
13184;20008334300018;BEL AIR VAL D ANCE;48
13186;20008335000013;ROUMAZIERES LOUBERT;16
13204;20008341800018;BONNIERES;62
13207;20008343400015;LES EYZIES;24
13208;20008344200018;VILLERS ST FRAMBOURG OGNON;60
13210;20008345900012;LA CORNE EN VEXIN;60
13212;20008346700015;FORMERIE;60
13217;20008348300012;LES HAUTS TALICAN;60
13218;20008349100015;VAL DE VIRIEU;38
13220;20008351700017;ABRIES;5
13223;20008352500010;EVRY;91
13231;20008360800014;HERICOURT;70
13235;20008361600017;PORTE DES PIERRES DOREES;69
13239;20008364000017;AVRANCHES;50
13242;20008365700011;BUSSIERE POITEVINE;87
13248;20008368100011;LES MARCHES;73
13251;20008370700014;PLOUGUENAST LANGAST;22
13260;20008373100014;VALHERBASSE;26
13264;20008377200018;PORTE DE BENAUGE;33
13265;20008378000011;BLAIGNAN PRIGNAC;33
13266;20008379800013;BAUGY;18
13273;20008383000014;VAL DE LIVENNE;33
13277;20008385500011;VETRE SUR ANZON;42
13279;20008386300015;VALSERHONE;1
13283;20008389700013;CELLES SUR BELLE;79
13289;20008392100011;MUR SUR ALLIER;63
13293;20008400200019;LUITRE DOMPIERRE;35
13299;20008401000012;RIVES DU COUESNON;35
13304;20008403600041;CHENOISE CUCHARMOY;77
13307;20008406900018;ST MARC LE BLANC;35
13313;20008408500014;EOLE EN BEAUCE;28
13317;20008411900011;MAMETZ;80
13318;20008412700014;BRANTOME EN PERIGORD;24
13322;20008413500017;ANIZY LE GRAND;2
13329;20008416800018;LA ROCHE JAUDY;22
13332;20008417600011;LAMBALLE ARMOR;22
13346;20008424200011;ST GENIX SUR GUIERS;73
13348;20008426700018;THOUARS;79
13351;20008427500011;SIGOULES ET FLAUGEAC;24
13352;20008428300015;VILLEVEQUE;49
13356;20008432500014;NOTRE DAME DE LA MER;78
13357;20008433300018;LAGUENNE SUR AVALOUZE;19
13385;20008440800018;PLAINE ET VALLEES;79
13388;20008441600011;BELLEVILLE EN BEAUJOLAIS;69
13391;20008442400015;DEUX GROSNES;69
13395;20008445700015;BOIS DE HAYE;54
13398;20008448100015;LES CHATELIERS;79
13402;20008452300014;HERMILLON;73
13404;20008453100017;ARCISSES;28
13414;20008456400018;NAVOUR SUR GROSNE;71
13416;20008457200011;AIGUEBLANCHE;73
13418;20008460600017;LES BELLEVILLE;73
13424;20008461400011;GENNES LONGUEFUYE;53
13428;20008463000017;AIGONDIGNE;79
13430;20008464800019;BIERNE LES VILLAGES;53
13432;20008465500014;CHATEAU GONTIER SUR MAYENNE;53
13437;20008467100011;PIERREPONT SUR AVRE;80
13441;20008468900013;LA ROCHE NEUVILLE;53
13446;20008469700016;EVRON;53
13453;20008470500017;LA LECHERE;73
13457;20008471300011;MORCENX LA NOUVELLE;40
13475;20008481200011;MESNILS SUR ITON;27
13476;20008482000014;LAVANS LES ST CLAUDE;39
13481;20008485300015;MANDEREN RITZING;57
13483;20008486100018;VALENCE EN POITOU;86
13487;20008487900010;PORTE DES BONNEVAUX;38
13490;20008490300018;CHATEAUNEUF SUR SARTHE;49
13517;20008496000018;CHATILLON EN DIOIS;26
13520;20008497800010;MAGNIEU;1
13524;20008499400017;LE CONTROIS EN SOLOGNE;41
13530;20008500900013;LA VERRIE;85
13537;20008502500019;ST PARDOUX LE LAC;87
13541;20008503300013;LE VERNET CHAMEANE;63
13542;20008504100016;PLUMELIAU BIEUZY;56
13550;20008505800010;TREIGNY PERREUSE STE COLOMBE;89
13553;20008507400017;ST HILAIRE DE VILLEFRANCHE;17
13560;20008513200013;MARENNES HIERS BROUAGE;17
13566;20008514000016;ST LAURENT LES BAINS;7
13569;20008516500013;ANTRAIGUES SUR VOLANE;7
13571;20008517300017;VALLEE DE RONSARD;41
13580;20008522300010;MONTS DE RANDON;48
13589;20008523100013;REZONVILLE VIONVILLE;57
13591;20008524900015;ROUILLAC;16
13595;20008526400014;MONCOUTANT SUR SEVRE;79
13609;20008528000010;GUIGNICOURT;2
13614;20008530600013;SURJOUX LHOPITAL;1
13615;20008531400017;ST DIZIER MASBARAUD;23
13619;20008532200010;TERRE DE BANCALIE;81
13627;20008540500013;GOUVILLE SUR MER;50
13636;20008541300017;FLEE;21
13638;20008543900012;POULLAOUEN;29
13643;20008544700015;CLEMENCEY;21
13645;20008546200014;FRENELLES EN VEXIN;27
13646;20008547000017;LE CHESNAY ROCQUENCOURT;78
13652;20008550400013;LEZIGNE;49
13653;20008551200016;MONTLAUR;11
13654;20008552000019;LAGARDE MARC LA TOUR;19
13656;20008553800011;FA;11
13659;20008554600014;NIEUL SUR L AUTISE;85
13663;20008556100013;ROQUETAILLADE;11
13665;20008557900015;CARENTAN LES MARAIS;50
13678;20008559500011;VILLENTROIS-FAVEROLLES-EN-BERR;36
13682;20008561100016;AUGE ST MEDARD;16
13684;20008562900018;VILHONNEUR;16
13687;20008564500014;LA VIEILLE LYRE;27
13689;20008566000013;FRESNAY SUR SARTHE;72
13693;20008568600018;ST DIERY;63
13704;20008573600011;LOEUILLY;80
13722;20008578500018;AIRVAULT;79
13725;20008579300012;BEUGNON THIREUIL;79
13730;20008580100013;NONIERES;7
13735;20008582700018;FONTAIN;25
13738;20008583500011;INTRES;7
13740;20008585000010;HOMBLEUX;80
13741;20008586800012;ST PIERRE DE PLESGUEN;35
13743;20008587600015;MONTAUBAN DE BRETAGNE;35
13752;20008588400019;PIRE SUR SEICHE;35
13763;20008593400012;GAVRAY SUR SIENNE;50
13769;20008595900019;CHASSAL MOLINGES;39
13772;20008597500015;LES TROIS CHATEAUX;39
13774;20008598300019;FLIZE;8
13776;20008600700016;ST HYMETIERE SUR VALOUSE;39
13787;20008610600016;MONTSURS;53
13792;20008612200013;PLATEAU D HAUTEVILLE;1
13808;20008621300010;BOURGVALLEES;50
13817;20008628800012;PAYS DE CLERVAL;25
13819;20008629600015;ENTRE VIGNES;34
13825;20008633800015;CESSIERES;2
13827;20008636100017;BEAUFORT ORBAGNA;39
13828;20008637900019;PONT L EVEQUE;14
13832;20008639500015;DOMBLANS;39
13834;20008640300017;ARVIERE EN VALROMEY;1
13837;20008641100010;VALROMEY SUR SERAN;1
13843;20008642900012;COURCOME;16
13844;20008643700015;LE HAUT BREDA;38
13845;20008644500018;DOUAUMONT VAUX;55
13846;20008645200014;CHANTEPERIER;38
13848;20008646000017;SEVEUX MOTEY;70
13850;20008647800019;VILLEMARECHAL;77
13851;20008648600012;DEMANGE BAUDIGNECOURT;55
13855;20008649400016;CALVINET;15
13857;20008650200016;CASTINE EN PLAINE;14
13861;20008655100013;QUETTEHOU;50
13863;20008656900015;RANDENS;73
13867;20008659300015;PORT BAIL SUR MER;50
13872;20008668400012;SAINTIGNY;28
13876;20008671800018;LE VIGNON EN QUERCY;46
13882;20008675900012;JANVILLE EN BEAUCE;28
13885;20008676700015;PLATEAU DES PETITES ROCHES;38
13889;20008679100015;PLOERMEL;56
13893;20008681700018;GRANDE RIVIERE CHATEAU;39
13899;20008688200012;LA ROCHETTE;73
13905;20008690800015;RISCLE;32
13907;20008692400012;ST GERMAIN EN LAYE;78
13917;20008694000109;VAL DE MODER;67
13919;20008696500015;BRESSE VALLONS;1
13922;20008698100046;TART;21
13930;20008704700011;ST SAUVEUR VILLAGES;50
13939;20008707000013;VINDRY SUR TURDINE;69
13945;20008713800018;STE MERE EGLISE;50
13951;20008715300017;FORGES DE LANOUEE;56
13958;20008719500018;MEROUX;90
13960;20008720300010;DAMPIERRE;39
13963;20008722900015;GUILLON TERRE PLAINE;89
13982;20008734400012;MONTCHEVREUIL;60
13983;20008736900019;AUTRETOT;76
13991;20008746800019;NANCHEZ;39
13999;20008753400018;LE PERREY;27
14014;20008767400012;BEYREDE JUMET CAMOUS;65
14065;20008802900018;NEUILLY LES DIJON;21
14115;20008850800011;COLLONGES ET PREMIERES;21
14118;20008853200011;LA SELLE SUR LE BIED;45
14846;20009473800016;MOSNAC ST SIMEUX;16
14854;20009479500016;VIMARTIN SUR ORTHE;53
14993;20009637800019;PECHS DE L ESPERANCE;24
15000;20009640200017;MONTAIGNAC SUR DOUSTRE;19
15003;20009641000010;BAZOCHES ET ST THIBAUT;2
15007;20009644400019;LIGNIERES AMBLEVILLE;16
15010;20009646900016;ST GERAND CROIXANVEC;56
15018;20009654300018;ST JEAN DE GALAURE;26
15071;20009680800015;CUSSEY SUR LISON;25
15080;20009683200015;L AIGUILLON LA PRESQU ILE;85
15095;20009691500018;LES MONTS RONDS;25
15218;20009862200018;BONNAY ST YTHAIRE;71
15225;20009871300015;TOURNEVILLE SUR MER;50
15235;20009875400019;BERNOY LE CHATEAU;2
15237;20009879600010;COEUR-DE-LA-VALLEE;51
15259;20009918200012;BEZAC;9
15277;20009940600015;CULOZ BEON;1
15283;20009945500012;MANSLE LES FONTAINES;16
15285;20009948900011;TERVAL;85
15365;21010001200017;L ABERGEMENT CLEMENCIAT;1
15368;21010002000010;L ABERGEMENT DE VAREY;1
15371;21010004600015;AMBERIEU EN BUGEY;1
15372;21010005300011;AMBERIEUX EN DOMBES;1
15373;21010006100014;AMBLEON;1
15376;21010007900016;AMBRONAY;1
15378;21010008700019;AMBUTRIX;1
15379;21010009500012;ANDERT ET CONDON;1
15381;21010010300014;ANGLEFORT;1
15384;21010011100017;APREMONT;1
15386;21010012900019;ARANC;1
15387;21010013700012;ARANDAS;1
15389;21010014500015;ARBENT;1
15392;21010016000014;ARBIGNY;1
15394;21010017800016;ARGIS;1
15396;21010019400013;ARMIX;1
15398;21010021000017;ARS SUR FORMANS;1
15399;21010022800019;ARTEMARE;1
15401;21010023600012;ASNIERES SUR SAONE;1
15402;21010024400016;ATTIGNAT;1
15404;21010026900013;BAGE LE CHATEL;1
15406;21010027700016;BALAN;1
15407;21010028500019;BANEINS;1
15409;21010029300013;BEAUPONT;1
15411;21010030100014;BEAUREGARD;1
15412;21010031900016;BELLIGNAT;1
15415;21010032700019;BELIGNEUX;1
15416;21010034300016;BELLEY;1
15421;21010035000011;BELLEYDOUX;1
15422;21010037600016;BENONCES;1
15423;21010038400010;BENY;1
15424;21010040000014;BEREZIAT;1
15425;21010041800016;BETTANT;1
15428;21010042600019;BEY;1
15430;21010043400013;BEYNOST;1
15431;21010044200016;BILLIAT;1
15433;21010045900010;BIRIEUX;1
15435;21010046700013;BIZIAT;1
15436;21010047500016;BLYES;1
15439;21010049100013;LA BOISSE;1
15440;21010050900012;BOISSEY;1
15442;21010051700015;BOLOZON;1
15443;21010052500018;BOULIGNEUX;1
15444;21010053300012;BOURG EN BRESSE;1
15450;21010054100015;BOURG ST CHRISTOPHE;1
15453;21010056600012;BOYEUX ST JEROME;1
15455;21010057400016;BOZ;1
15457;21010058200019;BREGNIER CORDON;1
15460;21010060800012;BRENOD;1
15463;21010061600015;BRENS;1
15466;21010062400019;BRESSOLLES;1
15467;21010063200012;BRION;1
15468;21010064000015;BRIORD;1
15470;21010065700019;BUELLAS;1
15473;21010066500012;LA BURBANCHE;1
15475;21010067300016;CEIGNES;1
15476;21010068100019;CERDON;1
15478;21010069900011;CERTINES;1
15480;21010071500015;CESSY;1
15481;21010072300019;CEYZERIAT;1
15484;21010073100012;CEYZERIEU;1
15488;21010074900071;CHALAMONT;1
15489;21010075600019;CHALEINS;1
15492;21010076400013;CHALEY;1
15495;21010077200016;CHALLES LA MONTAGNE;1
15497;21010078000019;CHALLEX;1
15498;21010079800011;CHAMPAGNE EN VALROMEY;1
15501;21010081400016;CHAMPFROMIER;1
15503;21010082200019;CHANAY;1
15504;21010083000012;CHANEINS;1
15507;21010084800014;CHANOZ CHATENAY;1
15508;21010085500019;LA CHAPELLE DU CHATELARD;1
15510;21010087100016;CHARIX;1
15512;21010088900018;CHARNOZ SUR AIN;1
15514;21010089700011;CHATEAU GAILLARD;1
15517;21010090500012;CHATENAY;1
15519;21010092100019;CHATILLON LA PALUD;1
15521;21010093900011;CHATILLON SUR CHALARONNE;1
15527;21010094700014;CHAVANNES SUR REYSSOUZE;1
15529;21010096200013;CHAVEYRIAT;1
15531;21010099600011;CHAZEY SUR AIN;1
15534;21010100200017;CHEIGNIEU LA BALME;1
15536;21010101000010;CHEVILLARD;1
15537;21010102800012;CHEVROUX;1
15540;21010103600015;CHEVRY;1
15541;21010104400019;CHEZERY FORENS;1
15542;21010105100014;CIVRIEUX;1
15543;21010106900016;CIZE;1
15544;21010107700019;CLEYZIEU;1
15546;21010108500012;COLIGNY;1
15548;21010109300016;COLLONGES;1
15550;21010110100017;COLOMIEU;1
15552;21010111900019;CONAND;1
15554;21010112700012;CONDAMINE;1
15555;21010113500015;CONDEISSIAT;1
15558;21010114300019;CONFORT;1
15559;21010115000014;CONFRANCON;1
15560;21010116800016;CONTREVOZ;1
15562;21010117600019;CONZIEU;1
15564;21010118400013;CORBONOD;1
15566;21010121800019;CORLIER;1
15567;21010123400016;CORMORANCHE SUR SAONE;1
15568;21010124200019;CORMOZ;1
15570;21010125900013;CORVEISSIAT;1
15572;21010127500019;COURMANGOUX;1
15574;21010128300013;COURTES;1
15575;21010129100016;CRANS;1
15577;21010133300016;CRESSIN ROCHEFORT;1
15579;21010134100019;CROTTET;1
15580;21010135800013;CROZET;1
15582;21010136600016;CRUZILLES LES MEPILLAT;1
15584;21010139000016;CURCIAT DONGALON;1
15585;21010140800016;CURTAFOND;1
15587;21010141600019;CUZIEU;1
15589;21010142400013;DAGNEUX;1
15590;21010143200016;DIVONNE LES BAINS;1
15598;21010145700013;DOMPIERRE SUR VEYLE;1
15599;21010146500016;DOMPIERRE SUR CHALARONNE;1
15601;21010147300010;DOMSURE;1
15602;21010148100013;DORTAN;1
15604;21010149900049;DOUVRES;1
15605;21010150700015;DROM;1
15606;21010151500018;DRUILLAT;1
15607;21010152300012;ECHALLON;1
15608;21010153100015;ECHENEVEX;1
15609;21010155600012;EVOSGES;1
15610;21010156400016;FARAMANS;1
15612;21010157200019;FAREINS;1
15613;21010158000012;FARGES;1
15614;21010159800014;FEILLENS;1
15616;21010160600015;FERNEY VOLTAIRE;1
15617;21010162200012;FLAXIEU;1
15619;21010163000015;FOISSIAT;1
15620;21010165500012;FRANCHELEINS;1
15622;21010166300016;FRANS;1
15623;21010167100019;GARNERANS;1
15624;21010169700014;GENOUILLEUX;1
15625;21010170500015;BEARD GEOVREISSIAT;1
15626;21010171300019;GEOVREISSET;1
15627;21010173900014;GEX;1
15629;21010174700017;GIRON;1
15630;21010175400013;GORREVOD;1
15632;21010177000019;GRAND CORENT;1
15633;21010179600014;GRIEGES;1
15634;21010180400016;GRILLY;1
15635;21010181200019;GROISSIAT;1
15636;21010183800014;GUEREINS;1
15637;21010184600017;HAUTECOURT ROMANECHE;1
15638;21010188700011;ILLIAT;1
15639;21010189500014;INJOUX GENISSIAT;1
15640;21010190300016;INNIMOND;1
15642;21010191100019;IZENAVE;1
15643;21010192900011;IZERNORE;1
15644;21010193700014;IZIEU;1
15646;21010194500017;JASSANS RIOTTIER;1
15647;21010195200013;JASSERON;1
15649;21010196000016;JAYAT;1
15650;21010197800018;JOURNANS;1
15651;21010198600011;JOYEUX;1
15653;21010199400015;JUJURIEUX;1
15655;21010200000010;LABALME;1
15657;21010202600015;LAGNIEU;1
15662;21010203400019;LAIZ;1
15663;21010206700019;LANTENAY;1
15664;21010207500012;LAPEYROUSE;1
15668;21010208300016;LAVOURS;1
15670;21010209100019;LEAZ;1
15671;21010210900019;LELEX;1
15672;21010211700012;LENT;1
15673;21010212500015;LESCHEROUX;1
15674;21010213300019;LEYMENT;1
15677;21010214100012;LEYSSARD;1
15678;21010216600019;LHUIS;1
15682;21010219000019;LOMPNAS;1
15685;21010224000012;LOYETTES;1
15688;21010225700016;LURCY;1
15690;21010228100057;MAILLAT;1
15692;21010229900018;MALAFRETAZ;1
15693;21010230700019;MANTENAY MONTLIN;1
15694;21010231500012;MANZIAT;1
15696;21010232300016;MARBOZ;1
15697;21010233100019;MARCHAMP;1
15699;21010234900011;MARIGNIEU;1
15702;21010235600016;MARLIEUX;1
15704;21010236400010;MARSONNAS;1
15706;21010237200013;MARTIGNAT;1
15707;21010238000016;MASSIEUX;1
15708;21010239800018;MASSIGNIEU DE RIVES;1
15711;21010240600019;MATAFELON GRANGES;1
15712;21010241400013;MEILLONNAS;1
15717;21010242200016;MERIGNAT;1
15719;21010243000019;MESSIMY SUR SAONE;1
15721;21010244800011;MEXIMIEUX;1
15724;21010245500016;BOHAS MEYRIAT RIGNAT;1
15725;21010246300010;MEZERIAT;1
15726;21010247100013;MIJOUX;1
15727;21010248900015;MIONNAY;1
15729;21010249700018;MIRIBEL;1
15731;21010250500018;MISERIEUX;1
15732;21010252100015;MOGNENEINS;1
15733;21010254700010;MONTAGNAT;1
15735;21010255400016;MONTAGNIEU;1
15737;21010257000012;MONTANGES;1
15738;21010258800014;MONTCEAUX;1
15739;21010259600017;MONTCET;1
15741;21010260400019;LE MONTELLIER;1
15742;21010261200012;MONTHIEUX;1
15745;21010262000106;MONTLUEL;1
15746;21010263800017;MONTMERLE SUR SAONE;1
15748;21010264600010;MONTRACOL;1
15749;21010265300016;MONTREAL LA CLUSE;1
15751;21010266100019;MONTREVEL EN BRESSE;1
15752;21010267900011;NURIEUX VOLOGNAT;1
15753;21010268700014;MURS ET GELIGNIEUX;1
15755;21010269500017;NANTUA;1
15757;21010272900014;NEUVILLE LES DAMES;1
15759;21010273700017;NEUVILLE SUR AIN;1
15762;21010274500010;LES NEYROLLES;1
15764;21010275200016;NEYRON;1
15765;21010276000019;NIEVROZ;1
15766;21010277800011;NIVOLLET MONTGRIFFON;1
15767;21010279400018;ONCIEU;1
15769;21010280200019;ORDONNAZ;1
15771;21010281000012;ORNEX;1
15772;21010282800014;OUTRIAZ;1
15774;21010283600017;OYONNAX;1
15781;21010284400011;OZAN;1
15783;21010285100016;PARCIEUX;1
15785;21010288500014;PERON;1
15786;21010289300018;PERONNAS;1
15787;21010290100019;PEROUGES;1
15790;21010291900011;PERREX;1
15791;21010293500017;PEYRIAT;1
15792;21010294300011;PEYRIEU;1
15796;21010295000016;PEYZIEUX SUR SAONE;1
15797;21010296800018;PIRAJOUX;1
15799;21010297600011;PIZAY;1
15800;21010298400015;PLAGNE;1
15801;21010299200018;LE PLANTAY;1
15803;21010301600015;POLLIAT;1
15804;21010302400019;POLLIEU;1
15806;21010303200012;PONCIN;1
15809;21010304000015;PONT D AIN;1
15812;21010305700019;PONT DE VAUX;1
15815;21010306500087;PONT DE VEYLE;1
15816;21010307300016;PORT;1
15817;21010308100019;POUGNY;1
15818;21010309900011;POUILLAT;1
15819;21010310700012;PREMEYZEL;1
15821;21010311500015;PREMILLIEU;1
15822;21010313100012;PREVESSIN MOENS;1
15823;21010314900014;PRIAY;1
15825;21010317200016;RAMASSE;1
15826;21010318000019;RANCE;1
15827;21010319800011;RELEVANT;1
15828;21010320600012;REPLONGES;1
15830;21010321400016;REVONNAS;1
